epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,29.0375,2.24379,2.23495,2.0476,0.25697,0.25886,0.16406,0.05087,2.44268,2.31138,2.25166,0.00332268,0.00332268,0.00332268
2,51.5724,1.95035,1.92275,1.73849,0.37693,0.28516,0.24828,0.08333,2.25005,2.20231,2.06622,0.00663954,0.00663954,0.00663954
3,74.1808,1.94271,1.90054,1.7089,0.23986,0.2322,0.13244,0.03487,2.57932,2.4144,2.2496,0.0099399,0.0099399,0.0099399
4,95.706,1.97537,1.9189,1.71502,0.34297,0.29113,0.23069,0.07971,2.39698,2.6628,2.14078,0.00992575,0.00992575,0.00992575
5,117.2,1.94775,1.88067,1.70271,0.53279,0.33567,0.35628,0.12803,2.26368,2.11663,2.02399,0.009901,0.009901,0.009901
6,139.232,1.90062,1.83429,1.67143,0.39004,0.26903,0.21571,0.07122,2.35907,2.26562,2.03675,0.00987625,0.00987625,0.00987625
7,161.376,1.85301,1.7743,1.64346,0.55982,0.37671,0.38331,0.16408,2.02777,1.91243,1.85403,0.0098515,0.0098515,0.0098515
8,182.443,1.82357,1.73209,1.61684,0.29064,0.23536,0.15986,0.04879,2.58608,2.39285,2.20796,0.00982675,0.00982675,0.00982675
9,204.737,1.79161,1.69698,1.59025,0.54291,0.35356,0.35519,0.12594,2.28947,1.98277,2.03943,0.009802,0.009802,0.009802
10,226.561,1.75997,1.67339,1.57724,0.62233,0.42424,0.46892,0.21824,1.92192,1.76498,1.82394,0.00977725,0.00977725,0.00977725
11,247.803,1.75393,1.65805,1.57977,0.51259,0.37294,0.38023,0.15149,2.20784,1.88911,1.93835,0.0097525,0.0097525,0.0097525
12,269.649,1.73838,1.64609,1.56563,0.61051,0.36836,0.41667,0.1503,2.28891,1.89962,1.98718,0.00972775,0.00972775,0.00972775
13,292.043,1.71043,1.6013,1.54888,0.51302,0.35531,0.32711,0.09699,2.53362,2.05752,2.2305,0.009703,0.009703,0.009703
14,312.79,1.70305,1.59361,1.54187,0.68977,0.43704,0.50457,0.22202,2.08692,1.65976,1.89302,0.00967825,0.00967825,0.00967825
15,334.993,1.68748,1.56997,1.52697,0.52608,0.37706,0.37574,0.1245,2.40613,1.88908,2.12261,0.0096535,0.0096535,0.0096535
16,356.664,1.67973,1.5526,1.52381,0.49003,0.40056,0.36445,0.12917,2.26401,2.0575,1.95838,0.00962875,0.00962875,0.00962875
17,378.287,1.66317,1.53867,1.50859,0.50359,0.38688,0.36574,0.16971,1.97934,1.88164,1.81793,0.009604,0.009604,0.009604
18,400.042,1.64206,1.51877,1.49914,0.54424,0.36478,0.37427,0.13992,2.23236,1.94061,1.97212,0.00957925,0.00957925,0.00957925
19,422.571,1.63749,1.508,1.49277,0.31547,0.28586,0.18868,0.06687,2.28412,2.19661,2.04655,0.0095545,0.0095545,0.0095545
20,443.931,1.61264,1.48982,1.48262,0.58821,0.42126,0.4405,0.157,2.25048,1.79687,1.99148,0.00952975,0.00952975,0.00952975
21,465.709,1.61061,1.48945,1.4851,0.64336,0.43353,0.47058,0.19352,2.1533,1.75003,1.95641,0.009505,0.009505,0.009505
22,488.198,1.59826,1.46013,1.46819,0.44583,0.36373,0.29871,0.12067,2.0674,1.99535,1.87578,0.00948025,0.00948025,0.00948025
23,509.751,1.60147,1.46291,1.47191,0.49149,0.35461,0.30714,0.11189,2.42436,2.0332,2.13021,0.0094555,0.0094555,0.0094555
24,530.984,1.59097,1.46084,1.46808,0.61257,0.41284,0.44411,0.17195,2.24981,1.76776,2.00101,0.00943075,0.00943075,0.00943075
25,553.881,1.57764,1.45248,1.46553,0.18436,0.17053,0.08467,0.02427,2.65756,2.55715,2.42615,0.009406,0.009406,0.009406
26,575.485,1.5734,1.43092,1.45845,0.62746,0.42181,0.45995,0.18297,2.20894,1.75826,1.95114,0.00938125,0.00938125,0.00938125
27,597.012,1.58133,1.44785,1.46379,0.55629,0.43879,0.43444,0.18019,2.08026,1.77914,1.87235,0.0093565,0.0093565,0.0093565
28,619.908,1.55898,1.40966,1.44209,0.5604,0.40898,0.40837,0.15668,2.15308,1.78724,1.92629,0.00933175,0.00933175,0.00933175
29,641.813,1.55759,1.40723,1.44311,0.61769,0.43073,0.46884,0.18066,2.27932,1.70243,2.0318,0.009307,0.009307,0.009307
30,661.008,1.53808,1.3834,1.43142,0.5718,0.4167,0.41489,0.17249,2.11387,1.77952,1.90924,0.00928225,0.00928225,0.00928225
31,679.613,1.5351,1.37868,1.42904,0.66752,0.46335,0.4923,0.21653,2.1133,1.59908,1.92571,0.0092575,0.0092575,0.0092575
32,698.841,1.52573,1.37098,1.42503,0.65933,0.45037,0.48302,0.20122,2.15536,1.69812,1.92184,0.00923275,0.00923275,0.00923275
33,716.536,1.52205,1.36711,1.42049,0.60675,0.42807,0.45909,0.17295,2.2085,1.74162,1.93263,0.009208,0.009208,0.009208
34,736.811,1.52127,1.37501,1.42816,0.64011,0.46041,0.50135,0.19729,2.19174,1.68326,1.90705,0.00918325,0.00918325,0.00918325
35,759.046,1.52022,1.36524,1.41592,0.55776,0.43949,0.43256,0.1768,2.09077,1.75891,1.86952,0.0091585,0.0091585,0.0091585
36,780.748,1.51686,1.34929,1.42009,0.69293,0.43879,0.4983,0.18936,2.29162,1.66389,2.08068,0.00913375,0.00913375,0.00913375
37,802.173,1.51485,1.35437,1.4184,0.55541,0.42231,0.38296,0.15136,2.12586,1.78385,1.91178,0.009109,0.009109,0.009109
38,824.142,1.51327,1.36566,1.41933,0.70568,0.48358,0.54093,0.25348,1.98042,1.56785,1.76536,0.00908425,0.00908425,0.00908425
39,846.311,1.49397,1.33068,1.39952,0.62308,0.43809,0.48333,0.1937,2.14748,1.70497,1.88094,0.0090595,0.0090595,0.0090595
40,867.643,1.50039,1.33421,1.40257,0.72253,0.49071,0.55204,0.26427,1.92428,1.49073,1.74477,0.00903475,0.00903475,0.00903475
41,889.924,1.47715,1.31101,1.39166,0.60392,0.40806,0.42883,0.17649,2.19784,1.78832,1.94938,0.00901,0.00901,0.00901
42,912.266,1.48247,1.30816,1.39105,0.47204,0.36022,0.2988,0.11681,2.28693,1.96525,2.04588,0.00898525,0.00898525,0.00898525
43,933.197,1.48534,1.31371,1.40093,0.65577,0.43002,0.48843,0.19818,2.14087,1.70124,1.89225,0.0089605,0.0089605,0.0089605
44,951.902,1.47418,1.3145,1.39602,0.68589,0.47317,0.52921,0.22426,2.05039,1.55292,1.84663,0.00893575,0.00893575,0.00893575
45,970.862,1.46479,1.30017,1.38106,0.58606,0.45633,0.48434,0.19631,2.19196,1.66741,1.93352,0.008911,0.008911,0.008911
46,988.803,1.48008,1.31323,1.39004,0.66718,0.47878,0.531,0.22435,2.14503,1.58358,1.8932,0.00888625,0.00888625,0.00888625
47,1006.4,1.46531,1.30218,1.37825,0.63208,0.43809,0.46863,0.17932,2.30384,1.69925,2.01997,0.0088615,0.0088615,0.0088615
48,1025.8,1.45977,1.28925,1.3787,0.68183,0.48439,0.53872,0.22426,2.14741,1.54233,1.91381,0.00883675,0.00883675,0.00883675
49,1043.61,1.45841,1.30952,1.38118,0.662,0.46615,0.51179,0.22746,2.04378,1.58427,1.81035,0.008812,0.008812,0.008812
50,1062.61,1.45579,1.27821,1.37135,0.68652,0.45388,0.51261,0.21896,2.13275,1.61564,1.90489,0.00878725,0.00878725,0.00878725
51,1083.63,1.45236,1.27968,1.37752,0.69037,0.50123,0.5537,0.2372,2.07642,1.53464,1.83256,0.0087625,0.0087625,0.0087625
52,1105.25,1.44954,1.28466,1.37332,0.7135,0.48123,0.54345,0.23407,2.09803,1.53203,1.8823,0.00873775,0.00873775,0.00873775
53,1126.56,1.46089,1.28501,1.37878,0.71775,0.4637,0.5327,0.22265,2.12162,1.5663,1.87212,0.008713,0.008713,0.008713
54,1147.81,1.45594,1.27834,1.37926,0.71152,0.48878,0.55898,0.26388,1.9691,1.48048,1.76622,0.00868825,0.00868825,0.00868825
55,1167.52,1.43833,1.25533,1.36365,0.67467,0.47001,0.5254,0.21818,2.12586,1.57212,1.89488,0.0086635,0.0086635,0.0086635
56,1187.8,1.42838,1.25774,1.36051,0.71444,0.48474,0.5437,0.23759,2.063,1.53052,1.85509,0.00863875,0.00863875,0.00863875
57,1207.44,1.41966,1.24451,1.35465,0.65631,0.46685,0.51918,0.20583,2.22333,1.59721,1.98689,0.008614,0.008614,0.008614
58,1226.61,1.43024,1.25657,1.36019,0.58593,0.45415,0.46527,0.20333,2.03938,1.63115,1.8161,0.00858925,0.00858925,0.00858925
59,1245.65,1.42406,1.24114,1.35941,0.71284,0.47948,0.5355,0.20814,2.20283,1.52641,1.95677,0.0085645,0.0085645,0.0085645
