epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.5733,2.04806,3.34537,1.86047,0.69085,0.54365,0.60185,0.42335,1.08968,2.10701,1.21771,0.00028,0.00028,0.00028
2,15.4305,1.34017,1.55267,1.29133,0.64558,0.616,0.62848,0.41217,1.21982,1.83474,1.26734,0.000579713,0.000579713,0.000579713
3,19.9042,1.30832,1.32941,1.29253,0.63109,0.57062,0.6003,0.38458,1.332,1.50766,1.3385,0.000879129,0.000879129,0.000879129
4,24.4938,1.3292,1.34839,1.30193,0.57021,0.50142,0.51786,0.31314,1.43312,1.78178,1.44718,0.00117825,0.00117825,0.00117825
5,28.7523,1.32065,1.24709,1.30638,0.62051,0.51584,0.53087,0.33218,1.35751,1.40217,1.41982,0.00147707,0.00147707,0.00147707
6,32.9086,1.26151,1.20475,1.24872,0.533,0.30447,0.31003,0.18363,2.06642,2.86551,2.12874,0.00177559,0.00177559,0.00177559
7,37.2421,1.31057,1.24083,1.28073,0.01219,0.07381,0.00646,0.00226,3.26204,6.14257,3.67303,0.00199406,0.00199406,0.00199406
8,41.4261,1.26102,1.19672,1.26168,0.16368,0.22747,0.0815,0.04667,2.08925,inf,2.01196,0.00199307,0.00199307,0.00199307
9,45.5931,1.26694,1.20279,1.28193,0.67794,0.57736,0.63727,0.42905,1.26576,1.70845,1.40096,0.00199208,0.00199208,0.00199208
10,49.9403,1.25308,1.16998,1.25481,0.62812,0.61604,0.60599,0.40623,1.17452,2.30724,1.30615,0.00199109,0.00199109,0.00199109
11,54.0891,1.325,1.19818,1.30118,0.77499,0.6384,0.71743,0.49021,1.13056,1.08008,1.25612,0.0019901,0.0019901,0.0019901
12,58.3422,1.25479,1.16257,1.25237,0.74032,0.61249,0.67994,0.46636,1.15717,1.15798,1.28291,0.00198911,0.00198911,0.00198911
13,62.5295,1.25208,1.09111,1.24762,0.82142,0.6753,0.75803,0.54186,1.06199,0.96546,1.19493,0.00198812,0.00198812,0.00198812
14,66.7707,1.24677,1.15858,1.25638,0.77303,0.65869,0.73616,0.51856,1.13071,1.03987,1.246,0.00198713,0.00198713,0.00198713
15,70.9515,1.18867,1.04445,1.22927,0.76263,0.67991,0.74415,0.52415,1.14507,1.10361,1.24376,0.00198614,0.00198614,0.00198614
16,75.1453,1.22383,1.04655,1.22437,0.78863,0.65188,0.72526,0.49397,1.12703,1.03469,1.23584,0.00198515,0.00198515,0.00198515
17,79.3516,1.21619,1.04106,1.22163,0.81203,0.66856,0.75643,0.52818,1.12632,0.97203,1.21801,0.00198416,0.00198416,0.00198416
18,83.4807,1.24698,1.13676,1.26016,0.80263,0.65933,0.73478,0.50353,1.0966,0.96691,1.21374,0.00198317,0.00198317,0.00198317
19,87.6454,1.16813,1.00791,1.20772,0.83418,0.67708,0.76646,0.56422,1.04403,0.86536,1.19505,0.00198218,0.00198218,0.00198218
20,91.8695,1.1957,1.04354,1.22145,0.7828,0.63343,0.72282,0.52316,1.04776,0.95331,1.1914,0.00198119,0.00198119,0.00198119
21,96.0189,1.20279,1.05817,1.23687,0.82716,0.64585,0.74556,0.53789,1.08858,0.92747,1.22396,0.0019802,0.0019802,0.0019802
22,100.173,1.21297,1.0624,1.22767,0.71017,0.60149,0.664,0.45592,1.12673,1.12743,1.23331,0.00197921,0.00197921,0.00197921
23,104.39,1.18828,1.03726,1.21645,0.81876,0.69093,0.77281,0.55358,1.08174,0.92504,1.18848,0.00197822,0.00197822,0.00197822
24,108.511,1.13949,0.96267,1.19015,0.8293,0.71372,0.80003,0.58786,1.0395,0.88045,1.16306,0.00197723,0.00197723,0.00197723
25,112.758,1.15812,0.96911,1.19577,0.81687,0.69332,0.78294,0.57159,1.03758,0.92098,1.1802,0.00197624,0.00197624,0.00197624
26,116.978,1.19012,0.9846,1.21789,0.81612,0.69021,0.78638,0.57494,1.03012,0.9599,1.18421,0.00197525,0.00197525,0.00197525
27,121.172,1.21951,1.01701,1.22152,0.84505,0.65259,0.76851,0.55269,1.05731,0.87205,1.19942,0.00197426,0.00197426,0.00197426
28,125.339,1.1468,0.95976,1.17915,0.83368,0.71718,0.80459,0.60104,0.99643,0.82477,1.16454,0.00197327,0.00197327,0.00197327
29,129.593,1.16858,1.00937,1.208,0.87859,0.7165,0.82012,0.59799,1.0327,0.77354,1.17601,0.00197228,0.00197228,0.00197228
30,133.729,1.15474,1.02633,1.2006,0.82404,0.71126,0.79616,0.58988,0.99167,0.83372,1.14812,0.00197129,0.00197129,0.00197129
31,137.872,1.11632,0.97938,1.17928,0.81196,0.70298,0.78563,0.57658,1.01703,0.85619,1.14534,0.0019703,0.0019703,0.0019703
32,142.07,1.09827,0.90615,1.14765,0.84267,0.70759,0.79991,0.59747,0.98404,0.87155,1.1327,0.00196931,0.00196931,0.00196931
33,146.222,1.11041,0.9058,1.17188,0.8142,0.71375,0.79694,0.593,1.00056,0.95002,1.16287,0.00196832,0.00196832,0.00196832
34,150.436,1.1369,0.95063,1.18541,0.79689,0.68275,0.76278,0.55368,1.06562,1.02635,1.18731,0.00196733,0.00196733,0.00196733
35,154.604,1.08596,0.88676,1.15013,0.82209,0.7225,0.79673,0.59507,0.98377,0.82492,1.14014,0.00196634,0.00196634,0.00196634
36,158.743,1.12607,0.91342,1.18118,0.86382,0.70903,0.8099,0.5864,1.05812,0.80882,1.17032,0.00196535,0.00196535,0.00196535
37,162.947,1.13244,0.9129,1.18621,0.8316,0.72782,0.80669,0.58485,1.03605,0.81221,1.16194,0.00196436,0.00196436,0.00196436
