epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.97256,1.88958,2.33917,2.37317,0.70952,0.66159,0.67642,0.42913,1.22212,1.34122,1.92688,0.00327381,0.00327381,0.00327381
2,14.0778,1.38511,1.29265,2.01185,0.8294,0.70728,0.78815,0.55136,1.1811,0.96746,1.80108,0.00660387,0.00660387,0.00660387
3,19.3229,1.3049,1.16119,1.954,0.77659,0.68951,0.76844,0.53916,1.14158,1.07845,1.81482,0.00993064,0.00993064,0.00993064
4,24.3735,1.22635,1.06888,1.88218,0.85291,0.73181,0.8269,0.61377,1.09349,0.87989,1.69182,0.00998515,0.00998515,0.00998515
5,29.4225,1.22632,1.03021,1.85343,0.84733,0.72673,0.82341,0.60176,1.11693,0.89312,1.69667,0.0099802,0.0099802,0.0099802
6,34.6202,1.18121,0.97628,1.83523,0.82319,0.72083,0.80781,0.59814,1.07791,0.93681,1.67683,0.00997525,0.00997525,0.00997525
7,39.7296,1.16132,0.94839,1.80232,0.85234,0.73266,0.83002,0.61366,1.10866,0.87882,1.66924,0.0099703,0.0099703,0.0099703
8,44.9889,1.1338,0.92005,1.78871,0.86298,0.72927,0.83264,0.6165,1.07541,0.88121,1.66039,0.00996535,0.00996535,0.00996535
9,50.0506,1.14167,0.9237,1.79301,0.79189,0.73689,0.78843,0.5703,1.10146,0.95587,1.69633,0.0099604,0.0099604,0.0099604
10,55.1268,1.13303,0.90145,1.79289,0.84192,0.73435,0.8345,0.6219,1.04229,0.86648,1.64911,0.00995545,0.00995545,0.00995545
11,60.1298,1.11889,0.91022,1.79417,0.84565,0.74619,0.84221,0.62796,1.06913,0.86252,1.64771,0.0099505,0.0099505,0.0099505
12,65.1027,1.0915,0.86954,1.73871,0.86126,0.75042,0.84222,0.63779,1.02914,0.8313,1.61805,0.00994555,0.00994555,0.00994555
13,70.2335,1.08635,0.86896,1.74886,0.85512,0.75465,0.84385,0.63669,1.04192,0.80886,1.62613,0.0099406,0.0099406,0.0099406
14,75.2046,1.08934,0.87192,1.75283,0.85903,0.72694,0.83075,0.62222,1.05283,0.87888,1.64885,0.00993565,0.00993565,0.00993565
15,80.424,1.08934,0.86478,1.72606,0.83536,0.75973,0.83786,0.63294,1.04121,0.8423,1.63301,0.0099307,0.0099307,0.0099307
16,85.7245,1.07167,0.85219,1.73372,0.87238,0.74028,0.83635,0.62744,1.04941,0.85246,1.66305,0.00992575,0.00992575,0.00992575
17,90.7072,1.05677,0.83077,1.71635,0.86041,0.74569,0.84023,0.63958,1.02642,0.8252,1.64308,0.0099208,0.0099208,0.0099208
18,95.8669,1.05619,0.8361,1.71862,0.89408,0.74027,0.85164,0.65396,1.00129,0.79433,1.61021,0.00991585,0.00991585,0.00991585
19,100.797,1.04006,0.81106,1.70312,0.85699,0.75635,0.84129,0.63693,1.04998,0.82474,1.65047,0.0099109,0.0099109,0.0099109
20,105.977,1.06057,0.82439,1.69265,0.87635,0.7555,0.85301,0.64882,1.00448,0.79399,1.59269,0.00990595,0.00990595,0.00990595
21,110.966,1.04584,0.81842,1.687,0.87481,0.72758,0.83185,0.63479,1.05553,0.8893,1.62632,0.009901,0.009901,0.009901
22,116.131,1.0135,0.79759,1.6908,0.89644,0.73969,0.85672,0.65874,1.01796,0.79745,1.62914,0.00989605,0.00989605,0.00989605
23,121.378,1.04039,0.8053,1.70058,0.88387,0.75888,0.85294,0.65512,1.00221,0.78911,1.5755,0.0098911,0.0098911,0.0098911
