epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.8633,1.59319,4.0194,1.64957,0.37768,0.28409,0.21498,0.09013,1.76997,2.91925,1.87432,0.0032381,0.0032381,0.0032381
2,18.9066,1.28899,1.76207,1.40136,0.44716,0.44886,0.37923,0.20607,1.53185,1.87451,1.5544,0.00656818,0.00656818,0.00656818
3,25.9711,1.34596,1.85059,1.38516,0.28957,0.28977,0.21176,0.08338,1.89669,2.79282,1.95173,0.00989496,0.00989496,0.00989496
4,32.8861,1.43931,1.75783,1.42013,0.29664,0.34091,0.24176,0.10609,1.61529,2.30738,1.60719,0.00998515,0.00998515,0.00998515
5,39.9666,1.44312,1.66466,1.41848,0.45131,0.40909,0.37771,0.15658,1.77741,2.64576,1.77244,0.0099802,0.0099802,0.0099802
6,46.8828,1.45032,1.62609,1.4631,0.35482,0.43182,0.31997,0.1357,1.76701,2.62388,1.69157,0.00997525,0.00997525,0.00997525
7,53.7844,1.51411,1.59229,1.48843,0.27016,0.30114,0.17481,0.05956,2.36276,3.03106,2.49928,0.0099703,0.0099703,0.0099703
8,60.7476,1.49565,1.61599,1.51013,0.49214,0.5506,0.44679,0.19412,1.76622,3.05537,1.98106,0.00996535,0.00996535,0.00996535
9,67.5463,1.44942,1.6039,1.48684,0.50371,0.61364,0.49479,0.23638,1.67088,3.78237,1.74162,0.0099604,0.0099604,0.0099604
10,74.5324,1.42918,1.51223,1.45274,0.49046,0.56331,0.49218,0.24668,1.5683,2.18519,1.61511,0.00995545,0.00995545,0.00995545
11,83.9083,1.43029,1.5758,1.47706,0.55064,0.625,0.56681,0.26839,1.65199,2.21473,1.72726,0.0099505,0.0099505,0.0099505
12,93.4146,1.42387,1.50276,1.4522,0.4665,0.50568,0.45773,0.2028,1.69443,2.15136,1.69286,0.00994555,0.00994555,0.00994555
13,102.613,1.40228,1.48463,1.45973,0.45892,0.5,0.41859,0.18241,1.76318,2.22321,1.77551,0.0099406,0.0099406,0.0099406
14,111.989,1.43458,1.46376,1.46282,0.64587,0.69886,0.63545,0.29827,1.46503,1.64089,1.48794,0.00993565,0.00993565,0.00993565
15,121.411,1.3613,1.44139,1.43192,0.56658,0.68182,0.62434,0.30576,1.52705,1.49766,1.56499,0.0099307,0.0099307,0.0099307
16,131.023,1.38905,1.44843,1.42588,0.58752,0.67045,0.62212,0.30944,1.49258,1.57072,1.50652,0.00992575,0.00992575,0.00992575
17,140.244,1.38075,1.38568,1.43178,0.67776,0.55682,0.61898,0.30491,1.54743,1.5048,1.53739,0.0099208,0.0099208,0.0099208
18,152.115,1.35692,1.40301,1.42781,0.57637,0.60795,0.50863,0.23706,1.65275,2.16106,1.62169,0.00991585,0.00991585,0.00991585
19,164.065,1.3562,1.36555,1.40944,0.36514,0.39205,0.26332,0.11002,1.83997,2.57998,1.85595,0.0099109,0.0099109,0.0099109
20,175.998,1.3842,1.40942,1.42496,0.47465,0.56818,0.46154,0.22649,1.57435,1.75588,1.63648,0.00990595,0.00990595,0.00990595
21,187.924,1.35017,1.37057,1.40096,0.51994,0.47727,0.41977,0.20205,1.63178,1.88475,1.60884,0.009901,0.009901,0.009901
22,199.886,1.34584,1.33256,1.39038,0.54869,0.63068,0.54004,0.26273,1.54367,1.87256,1.50827,0.00989605,0.00989605,0.00989605
23,211.899,1.33545,1.36917,1.39786,0.61877,0.71933,0.66441,0.33552,1.46859,1.59092,1.47062,0.0098911,0.0098911,0.0098911
24,224.315,1.30806,1.27131,1.36762,0.56563,0.6511,0.61097,0.28808,1.5716,1.60379,1.58461,0.00988615,0.00988615,0.00988615
25,236.062,1.30219,1.31695,1.37746,0.64175,0.57955,0.62224,0.3194,1.54188,1.41305,1.52383,0.0098812,0.0098812,0.0098812
26,247.985,1.34757,1.33149,1.43209,0.55521,0.625,0.60943,0.28213,1.65149,1.64633,1.63538,0.00987625,0.00987625,0.00987625
27,260.31,1.29973,1.28318,1.38942,0.48099,0.50023,0.43978,0.16802,1.89712,2.02662,1.89137,0.0098713,0.0098713,0.0098713
28,272.396,1.3034,1.3123,1.39847,0.54584,0.40909,0.42384,0.19933,1.64497,1.71579,1.58002,0.00986635,0.00986635,0.00986635
29,288.173,1.30297,1.28062,1.3557,0.57538,0.52273,0.51811,0.25164,1.6239,1.53465,1.62831,0.0098614,0.0098614,0.0098614
30,304.752,1.28851,1.26874,1.37816,0.64713,0.64773,0.66696,0.35265,1.52548,1.41582,1.52322,0.00985645,0.00985645,0.00985645
31,320.428,1.29576,1.28506,1.35766,0.33052,0.34659,0.23882,0.09099,2.12429,2.6341,2.06127,0.0098515,0.0098515,0.0098515
32,336.16,1.29548,1.2438,1.35511,0.60286,0.63636,0.61513,0.32087,1.52554,1.38458,1.51569,0.00984655,0.00984655,0.00984655
33,351.576,1.28269,1.22128,1.36561,0.52522,0.69318,0.57909,0.31575,1.42705,1.42746,1.42082,0.0098416,0.0098416,0.0098416
34,367.965,1.23855,1.18169,1.33019,0.58818,0.67045,0.65558,0.32446,1.5152,1.37786,1.55154,0.00983665,0.00983665,0.00983665
35,383.556,1.27908,1.24354,1.36307,0.27049,0.19886,0.12991,0.04739,2.37437,3.65838,2.2877,0.0098317,0.0098317,0.0098317
36,399.548,1.27537,1.22037,1.35622,0.58135,0.60227,0.57826,0.2875,1.42305,1.48627,1.44427,0.00982675,0.00982675,0.00982675
37,415.57,1.25497,1.21099,1.33649,0.53929,0.50568,0.4905,0.27087,1.48291,1.66353,1.50063,0.0098218,0.0098218,0.0098218
38,430.856,1.2665,1.22146,1.3553,0.46333,0.55682,0.43021,0.22251,1.51428,1.93975,1.54524,0.00981685,0.00981685,0.00981685
39,446.77,1.23365,1.173,1.32563,0.65082,0.73071,0.65485,0.33131,1.50124,1.36365,1.45701,0.0098119,0.0098119,0.0098119
40,462.549,1.23383,1.21681,1.33465,0.58492,0.625,0.61352,0.3363,1.48013,1.36209,1.48425,0.00980695,0.00980695,0.00980695
41,468.884,1.22828,1.12845,1.34184,0.66778,0.68527,0.694,0.36155,1.41536,1.16873,1.41226,0.009802,0.009802,0.009802
42,477.893,1.25848,1.17958,1.33396,0.67884,0.65909,0.67297,0.33916,1.45638,1.30318,1.44182,0.00979705,0.00979705,0.00979705
43,494.075,1.22889,1.17988,1.33576,0.71459,0.66477,0.702,0.36326,1.40238,1.21688,1.47105,0.0097921,0.0097921,0.0097921
44,510.108,1.21688,1.18093,1.33558,0.64604,0.61364,0.60538,0.30592,1.41736,1.91415,1.47814,0.00978715,0.00978715,0.00978715
45,525.624,1.20419,1.11657,1.29316,0.63653,0.73295,0.69734,0.3703,1.39004,1.37182,1.44652,0.0097822,0.0097822,0.0097822
46,541.472,1.21442,1.13521,1.316,0.56733,0.56622,0.5748,0.29082,1.5345,1.6938,1.54365,0.00977725,0.00977725,0.00977725
47,557.378,1.21777,1.18205,1.32395,0.64139,0.67045,0.70575,0.37939,1.40945,1.1788,1.45292,0.0097723,0.0097723,0.0097723
48,573.272,1.18001,1.12391,1.30532,0.66764,0.65909,0.6972,0.38646,1.39564,1.13325,1.43871,0.00976735,0.00976735,0.00976735
49,589.426,1.17848,1.09641,1.28706,0.61727,0.50402,0.47827,0.24055,1.55142,1.75628,1.53218,0.0097624,0.0097624,0.0097624
50,605.187,1.17781,1.09706,1.30652,0.56181,0.65341,0.59937,0.28855,1.56092,1.39226,1.55926,0.00975745,0.00975745,0.00975745
51,621.504,1.1893,1.09896,1.29608,0.60497,0.76136,0.69469,0.36071,1.44306,1.16818,1.45061,0.0097525,0.0097525,0.0097525
52,637.62,1.19201,1.1158,1.29797,0.60794,0.6875,0.64513,0.33412,1.48955,1.34006,1.48889,0.00974755,0.00974755,0.00974755
53,653.896,1.20392,1.10409,1.32145,0.70353,0.70455,0.72744,0.3688,1.50378,1.21775,1.48416,0.0097426,0.0097426,0.0097426
54,669.953,1.16145,1.02743,1.28557,0.58578,0.64773,0.611,0.30458,1.51899,1.34691,1.54251,0.00973765,0.00973765,0.00973765
55,685.374,1.13014,1.08499,1.27092,0.60877,0.68077,0.63908,0.33137,1.46233,1.40701,1.47807,0.0097327,0.0097327,0.0097327
56,701.39,1.17773,1.0841,1.29763,0.63146,0.68182,0.69572,0.37616,1.4353,1.35262,1.47509,0.00972775,0.00972775,0.00972775
57,716.991,1.18406,1.07095,1.29913,0.69635,0.59091,0.67567,0.36851,1.45383,1.44835,1.46076,0.0097228,0.0097228,0.0097228
58,733.005,1.19081,1.08657,1.30312,0.59912,0.71591,0.63563,0.35077,1.43556,1.35054,1.46065,0.00971785,0.00971785,0.00971785
59,748.961,1.14244,1.07043,1.27394,0.66502,0.69318,0.69273,0.36404,1.41986,1.16343,1.43163,0.0097129,0.0097129,0.0097129
