epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.5787,1.57321,3.4396,1.59161,0.21835,0.51705,0.21228,0.07378,2.04511,5.75442,1.97079,0.000647619,0.000647619,0.000647619
2,15.8778,1.63227,2.0664,1.58935,0.03824,0.07386,0.01811,0.00663,2.02753,27.792,2.8385,0.00131103,0.00131103,0.00131103
3,20.5503,1.77308,1.99928,1.69619,0.0848,0.19886,0.06977,0.02093,2.4483,21.7387,4.58899,0.00197115,0.00197115,0.00197115
4,25.2612,1.70264,1.97541,1.65161,0.15712,0.52273,0.23235,0.09353,2.06969,23.0655,2.51325,0.00198515,0.00198515,0.00198515
5,30.9371,1.72952,1.91929,1.64336,0.09821,0.36932,0.07249,0.02701,1.98718,10.436,2.26939,0.0019802,0.0019802,0.0019802
6,35.4872,1.62099,1.87969,1.61832,0.27163,0.13068,0.10642,0.04242,nan,nan,nan,0.00197525,0.00197525,0.00197525
7,40.2244,1.65294,1.84565,1.61685,0.19088,0.23864,0.09456,0.04143,2.46811,3.65048,2.67769,0.0019703,0.0019703,0.0019703
8,44.7582,1.64738,1.81287,1.58761,0.09725,0.31818,0.09001,0.03042,2.5533,4.02371,2.6074,0.00196535,0.00196535,0.00196535
9,49.5388,1.60581,1.80071,1.60184,0.18443,0.20455,0.11053,0.03812,1.98816,4.69806,2.06947,0.0019604,0.0019604,0.0019604
10,54.3205,1.57156,1.71039,1.56165,0.34586,0.31818,0.25546,0.10528,1.76455,2.36636,1.81746,0.00195545,0.00195545,0.00195545
11,59.0202,1.55792,1.64002,1.54383,0.51313,0.42614,0.42146,0.19011,1.74805,2.08538,1.68809,0.0019505,0.0019505,0.0019505
12,63.7149,1.47202,1.67898,1.50245,0.53164,0.53409,0.50838,0.25897,1.59161,1.79536,1.58166,0.00194555,0.00194555,0.00194555
13,68.6951,1.48112,1.65978,1.49281,0.61039,0.63068,0.61966,0.2848,1.61579,2.06159,1.57684,0.0019406,0.0019406,0.0019406
14,73.5738,1.48565,1.62943,1.48137,0.56561,0.56966,0.54369,0.25728,1.64027,2.02046,1.61153,0.00193565,0.00193565,0.00193565
15,78.4049,1.43422,1.57993,1.44666,0.54929,0.48864,0.46359,0.21874,1.62744,1.97414,1.58172,0.0019307,0.0019307,0.0019307
16,82.9516,1.46191,1.56598,1.46258,0.36229,0.43182,0.33032,0.12817,1.80747,2.10189,1.79112,0.00192575,0.00192575,0.00192575
17,87.5783,1.45052,1.56683,1.46987,0.48205,0.55682,0.45343,0.21777,1.65675,1.70162,1.55235,0.0019208,0.0019208,0.0019208
18,92.3705,1.42394,1.53143,1.46015,0.40201,0.35795,0.26798,0.13486,1.82101,2.45881,1.83876,0.00191585,0.00191585,0.00191585
